PO,ROUTED,READY,CUSTOMER,DIV,WH,A. DATE,S. DATE,C. DATE,PICKUP DATE,WH. SHIP DATE,T. QTY,O. QTY,P. QTY,SH. QTY,RT,FLL,FLT,PRT,UCC,PLL,SK,NOTES,C. REACHED,CARRIER,CONFIRMATION,BOL,P. DATE,P. TIME
"560526704","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","1200","","1200","","false","false","false","false","false","false","false","","","","","","",""
"560526704","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","1200","","1200","","false","false","false","false","false","false","false","","","","","","",""
"560526704","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","1200","","1200","","false","false","false","false","false","false","false","","","","","","",""
"560526704","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","1200","","1200","","false","false","false","false","false","false","false","","","","","","",""
"560526704","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","1200","","1200","","false","false","false","false","false","false","false","","","","","","",""
"560526704","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","1200","","1200","","false","false","false","false","false","false","false","","","","","","",""
"560526704","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","1200","","1200","","false","false","false","false","false","false","false","","","","","","",""
"560526704","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","1200","","1200","","false","false","false","false","false","false","false","","","","","","",""
"560526704","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","1200","","1200","","false","false","false","false","false","false","false","","","","","","",""
"560526704","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","1200","","1200","","false","false","false","false","false","false","false","","","","","","",""
"560526704","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","1200","","1200","","false","false","false","false","false","false","false","","","","","","",""
"560526704","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","1200","","1200","","false","false","false","false","false","false","false","","","","","","",""
"560526704","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","1200","","1200","","false","false","false","false","false","false","false","","","","","","",""
"560526704","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","1200","","1200","","false","false","false","false","false","false","false","","","","","","",""
"560526704","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","1200","","1200","","false","false","false","false","false","false","false","","","","","","",""
"560526704","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","1200","","1200","","false","false","false","false","false","false","false","","","","","","",""
"560526704","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","1200","","1200","","false","false","false","false","false","false","false","","","","","","",""
"560526704","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","1200","","1200","","false","false","false","false","false","false","false","","","","","","",""
"560526705","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","2400","","2400","","false","false","false","false","false","false","false","","","","","","",""
"560526705","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","2400","","2400","","false","false","false","false","false","false","false","","","","","","",""
"560526705","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","2400","","2400","","false","false","false","false","false","false","false","","","","","","",""
"560526705","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","2400","","2400","","false","false","false","false","false","false","false","","","","","","",""
"560526705","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","2400","","2400","","false","false","false","false","false","false","false","","","","","","",""
"560526705","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","2400","","2400","","false","false","false","false","false","false","false","","","","","","",""
"560526705","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","2400","","2400","","false","false","false","false","false","false","false","","","","","","",""
"560526705","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","2400","","2400","","false","false","false","false","false","false","false","","","","","","",""
"560526705","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","2400","","2400","","false","false","false","false","false","false","false","","","","","","",""
"560526705","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","2400","","2400","","false","false","false","false","false","false","false","","","","","","",""
"560526705","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","2400","","2400","","false","false","false","false","false","false","false","","","","","","",""
"560526705","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","2400","","2400","","false","false","false","false","false","false","false","","","","","","",""
"560526705","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","2400","","2400","","false","false","false","false","false","false","false","","","","","","",""
"560526705","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","2400","","2400","","false","false","false","false","false","false","false","","","","","","",""
"560526705","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","2400","","2400","","false","false","false","false","false","false","false","","","","","","",""
"560526705","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","2400","","2400","","false","false","false","false","false","false","false","","","","","","",""
"560526705","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","2400","","2400","","false","false","false","false","false","false","false","","","","","","",""
"560526705","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","2400","","2400","","false","false","false","false","false","false","false","","","","","","",""
"560526705","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","2400","","2400","","false","false","false","false","false","false","false","","","","","","",""
"560526705","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","2400","","2400","","false","false","false","false","false","false","false","","","","","","",""
"560526705","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","2400","","2400","","false","false","false","false","false","false","false","","","","","","",""
"560526705","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","2400","","2400","","false","false","false","false","false","false","false","","","","","","",""
"560526705","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","2400","","2400","","false","false","false","false","false","false","false","","","","","","",""
"560526705","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","2400","","2400","","false","false","false","false","false","false","false","","","","","","",""
"560526705","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","2400","","2400","","false","false","false","false","false","false","false","","","","","","",""
"560526705","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","2400","","2400","","false","false","false","false","false","false","false","","","","","","",""
"560526705","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","2400","","2400","","false","false","false","false","false","false","false","","","","","","",""
"560526705","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","2400","","2400","","false","false","false","false","false","false","false","","","","","","",""
"560526705","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","2400","","2400","","false","false","false","false","false","false","false","","","","","","",""
"560526706","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","1200","","1200","","false","false","false","false","false","false","false","","","","","","",""
"560526706","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","1200","","1200","","false","false","false","false","false","false","false","","","","","","",""
"560526706","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","1200","","1200","","false","false","false","false","false","false","false","","","","","","",""
"560526706","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","1200","","1200","","false","false","false","false","false","false","false","","","","","","",""
"560526706","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","1200","","1200","","false","false","false","false","false","false","false","","","","","","",""
"560526706","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","1200","","1200","","false","false","false","false","false","false","false","","","","","","",""
"560526706","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","1200","","1200","","false","false","false","false","false","false","false","","","","","","",""
"560526706","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","1200","","1200","","false","false","false","false","false","false","false","","","","","","",""
"560526706","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","1200","","1200","","false","false","false","false","false","false","false","","","","","","",""
"560526706","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","1200","","1200","","false","false","false","false","false","false","false","","","","","","",""
"560526706","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","1200","","1200","","false","false","false","false","false","false","false","","","","","","",""
"560526706","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","1200","","1200","","false","false","false","false","false","false","false","","","","","","",""
"560526706","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","1200","","1200","","false","false","false","false","false","false","false","","","","","","",""
"560526706","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","1200","","1200","","false","false","false","false","false","false","false","","","","","","",""
"560526706","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","1200","","1200","","false","false","false","false","false","false","false","","","","","","",""
"560526706","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","1200","","1200","","false","false","false","false","false","false","false","","","","","","",""
"560526706","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","1200","","1200","","false","false","false","false","false","false","false","","","","","","",""
"560526706","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","1200","","1200","","false","false","false","false","false","false","false","","","","","","",""
"560526706","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","1200","","1200","","false","false","false","false","false","false","false","","","","","","",""
"560526706","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","1200","","1200","","false","false","false","false","false","false","false","","","","","","",""
"560526706","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","1200","","1200","","false","false","false","false","false","false","false","","","","","","",""
"560526706","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","1200","","1200","","false","false","false","false","false","false","false","","","","","","",""
"560526706","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","1200","","1200","","false","false","false","false","false","false","false","","","","","","",""
"560526706","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","1200","","1200","","false","false","false","false","false","false","false","","","","","","",""
"560526706","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","1200","","1200","","false","false","false","false","false","false","false","","","","","","",""
"560526706","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","1200","","1200","","false","false","false","false","false","false","false","","","","","","",""
"560526706","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","1200","","1200","","false","false","false","false","false","false","false","","","","","","",""
"560526706","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","1200","","1200","","false","false","false","false","false","false","false","","","","","","",""
"560526706","false","false","BURLINGTON","MJ","HT","","10/4/2023","10/10/2023","","","1200","","1200","","false","false","false","false","false","false","false","","","","","","",""
"80285751","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","852","","852","","false","false","false","false","false","false","false","","","","","","",""
"80285751","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","852","","852","","false","false","false","false","false","false","false","","","","","","",""
"80285751","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","852","","852","","false","false","false","false","false","false","false","","","","","","",""
"80285751","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","852","","852","","false","false","false","false","false","false","false","","","","","","",""
"80285751","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","852","","852","","false","false","false","false","false","false","false","","","","","","",""
"80285751","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","852","","852","","false","false","false","false","false","false","false","","","","","","",""
"80285751","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","852","","852","","false","false","false","false","false","false","false","","","","","","",""
"80285751","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","852","","852","","false","false","false","false","false","false","false","","","","","","",""
"80285751","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","852","","852","","false","false","false","false","false","false","false","","","","","","",""
"80285751","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","852","","852","","false","false","false","false","false","false","false","","","","","","",""
"80285751","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","852","","852","","false","false","false","false","false","false","false","","","","","","",""
"80285751","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","852","","852","","false","false","false","false","false","false","false","","","","","","",""
"80285751","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","852","","852","","false","false","false","false","false","false","false","","","","","","",""
"80285751","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","852","","852","","false","false","false","false","false","false","false","","","","","","",""
"80285751","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","852","","852","","false","false","false","false","false","false","false","","","","","","",""
"80285751","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","852","","852","","false","false","false","false","false","false","false","","","","","","",""
"80285751","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","852","","852","","false","false","false","false","false","false","false","","","","","","",""
"80285751","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","852","","852","","false","false","false","false","false","false","false","","","","","","",""
"80285751","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","852","","852","","false","false","false","false","false","false","false","","","","","","",""
"80285751","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","852","","852","","false","false","false","false","false","false","false","","","","","","",""
"80285751","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","852","","852","","false","false","false","false","false","false","false","","","","","","",""
"80285751","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","852","","852","","false","false","false","false","false","false","false","","","","","","",""
"80285751","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","852","","852","","false","false","false","false","false","false","false","","","","","","",""
"80285751","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","852","","852","","false","false","false","false","false","false","false","","","","","","",""
"80285751","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","852","","852","","false","false","false","false","false","false","false","","","","","","",""
"80285751","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","852","","852","","false","false","false","false","false","false","false","","","","","","",""
"80285751","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","852","","852","","false","false","false","false","false","false","false","","","","","","",""
"80285751","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","852","","852","","false","false","false","false","false","false","false","","","","","","",""
"80285751","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","852","","852","","false","false","false","false","false","false","false","","","","","","",""
"80285752","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","1260","","1260","","false","false","false","false","false","false","false","","","","","","",""
"80285752","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","1260","","1260","","false","false","false","false","false","false","false","","","","","","",""
"80285752","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","1260","","1260","","false","false","false","false","false","false","false","","","","","","",""
"80285752","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","1260","","1260","","false","false","false","false","false","false","false","","","","","","",""
"80285752","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","1260","","1260","","false","false","false","false","false","false","false","","","","","","",""
"80285752","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","1260","","1260","","false","false","false","false","false","false","false","","","","","","",""
"80285752","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","1260","","1260","","false","false","false","false","false","false","false","","","","","","",""
"80285752","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","1260","","1260","","false","false","false","false","false","false","false","","","","","","",""
"80285752","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","1260","","1260","","false","false","false","false","false","false","false","","","","","","",""
"80285752","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","1260","","1260","","false","false","false","false","false","false","false","","","","","","",""
"80285752","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","1260","","1260","","false","false","false","false","false","false","false","","","","","","",""
"80285752","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","1260","","1260","","false","false","false","false","false","false","false","","","","","","",""
"80285752","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","1260","","1260","","false","false","false","false","false","false","false","","","","","","",""
"80285752","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","1260","","1260","","false","false","false","false","false","false","false","","","","","","",""
"80285752","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","1260","","1260","","false","false","false","false","false","false","false","","","","","","",""
"80285752","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","1260","","1260","","false","false","false","false","false","false","false","","","","","","",""
"80285752","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","1260","","1260","","false","false","false","false","false","false","false","","","","","","",""
"80285752","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","1260","","1260","","false","false","false","false","false","false","false","","","","","","",""
"80285752","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","1260","","1260","","false","false","false","false","false","false","false","","","","","","",""
"80285752","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","1260","","1260","","false","false","false","false","false","false","false","","","","","","",""
"80285752","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","1260","","1260","","false","false","false","false","false","false","false","","","","","","",""
"80285752","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","1260","","1260","","false","false","false","false","false","false","false","","","","","","",""
"80285752","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","1260","","1260","","false","false","false","false","false","false","false","","","","","","",""
"80285752","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","1260","","1260","","false","false","false","false","false","false","false","","","","","","",""
"80285752","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","1260","","1260","","false","false","false","false","false","false","false","","","","","","",""
"80285752","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","1260","","1260","","false","false","false","false","false","false","false","","","","","","",""
"80285752","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","1260","","1260","","false","false","false","false","false","false","false","","","","","","",""
"80285752","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","1260","","1260","","false","false","false","false","false","false","false","","","","","","",""
"80285752","false","false","DDSDISCOUN","MJ","RS","","9/6/2023","9/12/2023","","","1260","","1260","","false","false","false","false","false","false","false","","","","","","",""
"80279540","false","false","DDSDISCOUN","X","RS","","9/6/2023","9/12/2023","","","300","","300","","false","false","false","false","false","false","false","","","","","","",""
"80279540","false","false","DDSDISCOUN","X","RS","","9/6/2023","9/12/2023","","","300","","300","","false","false","false","false","false","false","false","","","","","","",""
